gene	transcript	chromosome	start_position	end_position
C3AR1	ENST00000307637	12	8210898	8219067
WFDC3	ENST00000243938	20	44376583	44420571
OR2B11	ENST00000318749	1	247614255	247615308
SCNN1D	ENST00000379116	1	1215816	1227409
LGALS12	ENST00000340246	11	63273556	63284246
AKR7L	ENST00000420396	1	19592476	19600688
OR5B17	ENST00000357377	11	58125597	58126542
TFF3	ENST00000518498	21	43731777	43735761
HMX2	ENST00000339992	10	124907638	124910188
ASB16	ENST00000293414	17	42247815	42256451
PIFO	ENST00000369738	1	111888910	111895635
SIAH3	ENST00000400405	13	46354405	46425871
C21orf67	ENST00000330551	21	46352729	46359828
VIT	ENST00000379242	2	36923833	37041935
AKR1C1	ENST00000380872	10	4934796	5025475
FLYWCH2	ENST00000396958	16	2933187	2949383
OXGR1	ENST00000298440	13	97637973	97646984
OR4D9	ENST00000329328	11	59282386	59283330
TTC36	ENST00000302783	11	118398187	118401912
UTS2B	ENST00000340524	3	190984957	191048325
BBC3	ENST00000449228	19	47724081	47736023
RAB26	ENST00000210187	16	2190804	2204166
WDR38	ENST00000373574	9	127615755	127620160
SSTR5	ENST00000293897	16	1122756	1131454
HIST2H2AC	ENST00000331380	1	149858525	149858961
INSL3	ENST00000379695	19	17927321	17932383
APOBEC1	ENST00000229304	12	7801996	7818499
OR2T35	ENST00000317450	1	248801588	248802559
GBGT1	ENST00000372040	9	136028340	136039332
RBP5	ENST00000266560	12	7276280	7281538
GIPC2	ENST00000370759	1	78445226	78604133
MEA1	ENST00000244711	6	42979832	42981706
OR52B6	ENST00000345043	11	5602107	5603114
UGT2B11	ENST00000446444	4	70065669	70080449
FIBCD1	ENST00000372338	9	133777825	133814673
PCDHB11	ENST00000354757	5	140579183	140582618
RPP21	ENST00000433076	6	30312908	30314661
OR6Y1	ENST00000302617	1	158516918	158517895
MRPS16	ENST00000372945	10	75006510	75012451
OR10W1	ENST00000395079	11	58034264	58035732
MRRF	ENST00000344641	9	125026882	125085743
SLC18A1	ENST00000440926	8	20002366	20040717
CD14	ENST00000302014	5	140011313	140013286
SLC36A4	ENST00000326402	11	92877341	92931130
TMEM187	ENST00000369982	X	153237778	153248646
GLIPR2	ENST00000377960	9	36136732	36163910
GLOD4	ENST00000301329	17	660337	685581
C3orf70	ENST00000335012	3	184795838	184870802
C4orf45	ENST00000434826	4	159814286	159959912
HIST1H1E	ENST00000304218	6	26156559	26157343
SEMG2	ENST00000372769	20	43849941	43853099
RSPO4	ENST00000217260	20	939095	982907
RDH16	ENST00000398138	12	57345219	57353158
ZSCAN1	ENST00000282326	19	58545400	58565999
RHBG	ENST00000368249	1	156339003	156355011
RP5-850E9.3	ENST00000488788	20	627270	656444
KLK10	ENST00000309958	19	51515995	51523431
FAM198A	ENST00000430121	3	43020759	43101703
OR4K14	ENST00000305045	14	20482419	20483352
SPP1	ENST00000395080	4	88896819	88904562
C19orf18	ENST00000314391	19	58469805	58485902
NTHL1	ENST00000219066	16	2089816	2097867
OR4D10	ENST00000530162	11	59244846	59245869
PRDX6	ENST00000340385	1	173446405	173457946
CLPSL2	ENST00000403376	6	35744371	35747329
TMEM242	ENST00000400788	6	157710418	157744633
SPINK9	ENST00000377906	5	147700766	147719412
ENTPD3	ENST00000301825	3	40428647	40470110
APOA5	ENST00000542499	11	116660083	116663136
CST3	ENST00000398411	20	23608534	23619110
CALCA	ENST00000331587	11	14988214	14993900
KRTAP1-5	ENST00000361883	17	39182278	39183454
ZNF660	ENST00000322734	3	44619715	44641186
RAB20	ENST00000267328	13	111175417	111214080
SLC35D2	ENST00000253270	9	99082988	99145992
BIN3	ENST00000276416	8	22477931	22526661
ZSCAN5C	ENST00000534327	19	56713670	56720821
PPBP	ENST00000296028	4	74852755	74853914
PLIN4	ENST00000301286	19	4502204	4517716
TEX36	ENST00000368821	10	127265091	127371713
MAFF	ENST00000338483	22	38597889	38612518
ZBP1	ENST00000371173	20	56178902	56195632
MAP3K7CL	ENST00000399947	21	30449792	30548210
GTF2H2	ENST00000330280	5	70330784	70363516
MUC12	ENST00000536621	7	100612904	100662230
IFT43	ENST00000238628	14	76368479	76550928
DARC	ENST00000368121	1	159173097	159176290
CKMT1A	ENST00000413453	15	43985084	43991420
SS18L2	ENST00000447630	3	42623332	42636606
KLHDC7A	ENST00000400664	1	18807424	18812478
TM4SF18	ENST00000296059	3	149036285	149052201
RDM1	ENST00000293273	17	34245070	34257777
AP3S1	ENST00000316788	5	115177178	115249778
ANXA8L2	ENST00000374277	10	47746936	47763041
HPR	ENST00000540303	16	72088522	72111145
OR1D2	ENST00000331459	17	2995352	2996290
RP11-20I23.1	ENST00000564543	16	2546033	2570219
HLA-DQA2	ENST00000374940	6	32709119	32714992
OR1C1	ENST00000408896	1	247920676	247921982
GTF3A	ENST00000381140	13	27998681	28009958
DLEU7	ENST00000400393	13	51285144	51418075
OR2A42	ENST00000391496	7	143929004	143929936
WBP2NL	ENST00000328823	22	42394729	42454460
IL25	ENST00000329715	14	23842018	23845612
PPIB	ENST00000300026	15	64448011	64455404
SMKR1	ENST00000462322	7	129142320	129152773
SCGB1D4	ENST00000358585	11	62063754	62066536
KRTAP11-1	ENST00000332378	21	32252966	32253874
OR4D2	ENST00000545221	17	56247017	56247940
NDUFAF2	ENST00000296597	5	60240956	60448853
EIF5A2	ENST00000295822	3	170606204	170626482
RGS16	ENST00000367558	1	182567758	182573543
OR6K6	ENST00000368144	1	158724510	158725681
HLA-DPB1	ENST00000418931	6	33043703	33054978
POP5	ENST00000357500	12	121016567	121019201
KCNMB1	ENST00000274629	5	169801675	169816681
GLYCTK	ENST00000436784	3	52321105	52329272
BET1	ENST00000222547	7	93592074	93633694
PAGE2	ENST00000374968	X	55115441	55119275
MC4R	ENST00000299766	18	58038564	58040001
PDZK1IP1	ENST00000294338	1	47649265	47656716
PILRA	ENST00000198536	7	99965153	99997719
RPL41	ENST00000546591	12	56510370	56511727
CFHR3	ENST00000367425	1	196743925	196763203
RP11-195F19.5	ENST00000421828	9	34664160	34666109
FAM96B	ENST00000422424	16	66965959	66968326
SPATA31D1	ENST00000344803	9	84603687	84610171
GZMA	ENST00000274306	5	54398476	54406080
ADH1A	ENST00000209668	4	100197524	100212185
FAM122C	ENST00000370784	X	133930819	133988640
RP11-770J1.4	ENST00000532619	11	118303836	118305921
CLEC19A	ENST00000465414	16	19297061	19333467
EMC10	ENST00000334976	19	50979657	50986608
TMEM88B	ENST00000378821	1	1361508	1363167
FAM177B	ENST00000445590	1	222910549	222924147
DTWD2	ENST00000510708	5	118173017	118324240
FAM83E	ENST00000263266	19	49104067	49118111
MS4A13	ENST00000378186	11	60282886	60310194
DPP7	ENST00000371579	9	140004994	140009629
SPIN2B	ENST00000333933	X	57144984	57147980
ELMOD3	ENST00000315658	2	85581517	85618875
AL627309.1	ENST00000423372	1	134901	139379
ZNF676	ENST00000397121	19	22361893	22379753
CCNI2	ENST00000378731	5	132083137	132089856
GAGE2D	ENST00000404720	X	49207160	49214420
RITA1	ENST00000548278	12	113623331	113630173
NEU4	ENST00000325935	2	242749920	242758739
OR51L1	ENST00000321543	11	5020213	5021160
CLRN2	ENST00000511148	4	17516788	17528727
AC079612.1	ENST00000358775	2	240499995	240507788
RPL3L	ENST00000268661	16	1993975	2007607
SMDT1	ENST00000331479	22	42475695	42480288
C1orf56	ENST00000368926	1	151020216	151024462
PGK2	ENST00000304801	6	49753366	49755053
PCDHA9	ENST00000532602	5	140227048	140391929
TSPO2	ENST00000373161	6	41010293	41012076
CLEC18C	ENST00000569347	16	70207225	70221264
TBC1D7	ENST00000606214	6	13266774	13328815
TRIAP1	ENST00000546954	12	120881764	120884215
GP6	ENST00000310373	19	55525073	55549632
FRG2B	ENST00000425520	10	135437399	135440299
TEN1	ENST00000397640	17	73975301	73996667
SLPI	ENST00000338380	20	43880880	43883205
C1orf186	ENST00000331555	1	206238872	206288647
LILRA1	ENST00000251372	19	55105047	55113555
C3orf79	ENST00000446603	3	153202284	153220486
C2orf91	ENST00000378711	2	42162508	42181406
SLC22A9	ENST00000279178	11	63137261	63177766
ACTRT1	ENST00000371124	X	127184943	127186382
KIR2DL3	ENST00000342376	19	55249980	55295776
C19orf53	ENST00000588234	19	13884982	13889276
C8orf76	ENST00000276704	8	124232196	124253638
ASB11	ENST00000480796	X	15298053	15333778
NIPSNAP3B	ENST00000374762	9	107526438	107539738
RARRES1	ENST00000237696	3	158414681	158450485
C13orf35	ENST00000356049	13	113301358	113338811
RDH5	ENST00000257895	12	56114151	56118489
DUSP2	ENST00000288943	2	96808905	96811179
MTIF3	ENST00000381116	13	28009776	28024739
THEM4	ENST00000368814	1	151846060	151882284
REG1B	ENST00000305089	2	79312156	79315145
PTGIR	ENST00000291294	19	47123725	47128375
FHL5	ENST00000326771	6	97010424	97064512
NUBP1	ENST00000283027	16	10837643	10863208
SAA1	ENST00000405158	11	18287721	18291524
LAMP5	ENST00000246070	20	9495005	9511171
GSTT2	ENST00000215780	22	24322339	24326106
STAR	ENST00000276449	8	38001167	38008783
TMEM154	ENST00000304385	4	153539784	153601317
FOXE3	ENST00000335071	1	47881744	47883723
COPZ2	ENST00000006101	17	46103533	46115392
TCF23	ENST00000296096	2	27371872	27376378
FANCL	ENST00000402135	2	58386378	58468507
KRT16	ENST00000301653	17	39766030	39772151
GSTO2	ENST00000338595	10	106028631	106064703
PPP1R3G	ENST00000405617	6	5085720	5087455
NBPF6	ENST00000444143	1	108918421	109013624
MAGEB3	ENST00000361644	X	30248553	30255607
PRSS45	ENST00000442359	3	46783582	46854048
AP000322.53	ENST00000450895	21	35791013	35796264
KDM4D	ENST00000335080	11	94706845	94732682
TMEM52	ENST00000310991	1	1849029	1850712
PHOSPHO2	ENST00000359744	2	170550975	170558218
FAM173A	ENST00000569529	16	770581	772601
RPP38	ENST00000378197	10	15139179	15181817
C9orf9	ENST00000350499	9	135753414	135765588
GYPE	ENST00000358615	4	144792020	144826716
OR51G2	ENST00000322013	11	4935900	4936922
TMEM128	ENST00000254742	4	4237269	4249950
MRPS33	ENST00000393008	7	140705854	140715028
OR5P2	ENST00000329434	11	7817452	7818520
SDR39U1	ENST00000399395	14	24908972	24912111
ADH7	ENST00000476959	4	100333418	100356894
ZNF337	ENST00000376436	20	25654851	25677477
ZNF681	ENST00000402377	19	23921997	23941693
GSTM4	ENST00000369836	1	110198703	110208118
KIAA0125	ENST00000429431	14	106383838	106391825
CTD-2368P22.1	ENST00000550135	19	58513429	58522600
NOL3	ENST00000568146	16	67204057	67209643
ELSPBP1	ENST00000339841	19	48497908	48528410
DUSP28	ENST00000405954	2	241499471	241503431
RP11-347C12.3	ENST00000550538	16	30215637	30220392
ZC2HC1B	ENST00000237275	6	144185573	144259483
TM4SF4	ENST00000305354	3	149191761	149221068
SDR42E2	ENST00000602312	16	22177618	22203075
DHRS9	ENST00000327239	2	169921299	169952677
HOXA9	ENST00000343483	7	27202054	27210117
RABL2A	ENST00000393167	2	114384806	114400973
CTSE	ENST00000358184	1	206317459	206332104
OR2AT4	ENST00000305159	11	74799758	74800799
RP11-680G10.1	ENST00000568080	16	85391069	85393055
NUDT18	ENST00000309188	8	21964383	21966932
ATP6V1F	ENST00000492758	7	128502880	128505898
ZSCAN4	ENST00000318203	19	58180303	58190520
NOXO1	ENST00000397280	16	2028918	2034193
RWDD2A	ENST00000369724	6	83903098	83908651
AIF1	ENST00000376059	6	31582961	31584798
HSD3B2	ENST00000543831	1	119957554	119965658
ASB10	ENST00000420175	7	150872785	150884919
CR1L	ENST00000508064	1	207818458	207911761
TPBGL	ENST00000562197	11	74951950	74954742
PRR5-ARHGAP8	ENST00000352766	22	45098113	45258586
OLAH	ENST00000378217	10	15074226	15115851
SMIM17	ENST00000598409	19	57154513	57167134
OR5M9	ENST00000279791	11	56229945	56230877
GLRX2	ENST00000367440	1	193065598	193075244
CTA-299D3.8	ENST00000407505	22	48934712	48943199
C2orf73	ENST00000398634	2	54557171	54610879
UCMA	ENST00000378681	10	13263767	13276334
LYRM9	ENST00000379103	17	26205340	26221778
CD300LB	ENST00000392621	17	72517313	72527613
IFNE	ENST00000448696	9	21480841	21482312
ZNF551	ENST00000282296	19	58193337	58228669
OR51I1	ENST00000380211	11	5461800	5462744
LYPD4	ENST00000330743	19	42341148	42348760
AC019171.1	ENST00000601251	2	39186764	39187483
RRP36	ENST00000244496	6	42989383	43001894
SLC3A1	ENST00000260649	2	44502599	44548633
GPT	ENST00000394955	8	145728356	145732557
C1QTNF6	ENST00000337843	22	37576207	37595425
MYL7	ENST00000223364	7	44178463	44180931
AP000769.1	ENST00000309775	11	65222728	65234028
FOPNL	ENST00000255759	16	15959577	15982482
PODNL1	ENST00000339560	19	14042000	14064204
FKBPL	ENST00000375156	6	32096484	32098068
SNX16	ENST00000396330	8	82711816	82755101
SNCG	ENST00000372017	10	88718375	88723017
GATSL2	ENST00000426327	7	74807499	74867509
LELP1	ENST00000368747	1	153175919	153177596
LTC4S	ENST00000292596	5	179220981	179223648
FUOM	ENST00000368552	10	135168658	135171529
HPGDS	ENST00000295256	4	95219686	95264027
OR10V1	ENST00000307552	11	59480296	59481337
CYBA	ENST00000261623	16	88709691	88717560
RSG1	ENST00000375599	1	16558195	16563657
SERPINA1	ENST00000448921	14	94843084	94857030
RSPH9	ENST00000372165	6	43612783	43640336
AC005481.5	ENST00000409610	7	157406715	157411457
HEATR5A	ENST00000382464	14	31760994	31889788
GPRC5A	ENST00000014914	12	13043716	13070871
CELA3B	ENST00000337107	1	22303514	22325135
ZNF440	ENST00000304060	19	11925099	11946016
OR5A1	ENST00000302030	11	59210617	59211667
PLCXD1	ENST00000381657	X	192989	220023
TNFSF18	ENST00000404377	1	173009100	173020103
C16orf46	ENST00000299578	16	81087102	81110872
OR8G1	ENST00000341493	11	124120423	124135763
OR9Q1	ENST00000335397	11	57791353	57949088
SLFN12L	ENST00000260908	17	33791268	33864880
LAMTOR4	ENST00000341942	7	99746530	99753567
IL13	ENST00000304506	5	131991955	131996802
HTR3E	ENST00000440596	3	183814852	183824783
GOLGA8F	ENST00000532622	15	28623767	28637170
SMCO3	ENST00000316048	12	14957584	14967116
C7orf62	ENST00000297203	7	88423420	88425035
RABIF	ENST00000367262	1	202848085	202858263
KCNRG	ENST00000312942	13	50589390	50595058
GOLGA6L1	ENST00000316397	15	22736246	22746002
CDC42SE1	ENST00000439374	1	151023447	151042801
F2RL3	ENST00000248076	19	16999671	17003417
LBH	ENST00000395323	2	30454397	30546596
C19orf70	ENST00000309324	19	5678432	5680907
ZNF100	ENST00000358296	19	21905568	21950430
HCAR2	ENST00000328880	12	123185840	123187890
SLC46A2	ENST00000374228	9	115641200	115653193
BANF2	ENST00000545418	20	17674317	17716516
OR8B8	ENST00000328064	11	124310022	124311054
NAPSA	ENST00000253719	19	50861734	50869087
ACOT6	ENST00000381139	14	74077649	74086592
C2orf80	ENST00000341287	2	209030067	209054797
NMS	ENST00000376865	2	101086944	101099742
EXOG	ENST00000287675	3	38537618	38583652
IL22	ENST00000538666	12	68642022	68647387
C12orf79	ENST00000549802	12	92378756	92536690
SELPLG	ENST00000228463	12	109015686	109027735
FCAR	ENST00000355524	19	55385704	55401838
OR10G3	ENST00000303532	14	22037934	22038875
TMEM140	ENST00000275767	7	134832824	134850967
H2AFX	ENST00000530167	11	118964564	118966177
HOXA4	ENST00000360046	7	27168126	27170418
COX6A1P2	ENST00000423336	6	37012607	37013177
GP5	ENST00000401815	3	194115550	194119995
GRTP1	ENST00000375431	13	113978505	114018446
TMEM69	ENST00000372025	1	46152886	46160115
SETD6	ENST00000219315	16	58549383	58554431
GSTA1	ENST00000334575	6	52656462	52668708
CPB1	ENST00000491148	3	148508889	148577974
DNASE2B	ENST00000370665	1	84864215	84880701
SIRPB1	ENST00000381605	20	1544167	1600707
TOR3A	ENST00000367627	1	179050512	179067158
ZNF233	ENST00000391958	19	44754318	44779470
PRR22	ENST00000419421	19	5782971	5784776
AP4S1	ENST00000216366	14	31494312	31562818
MARCKSL1	ENST00000329421	1	32799433	32801980
DAP	ENST00000230895	5	10679342	10761384
TM4SF20	ENST00000304568	2	228226872	228246711
RAD51B	ENST00000487270	14	68286496	69196935
ALKBH7	ENST00000245812	19	6372444	6375042
LY6K	ENST00000292430	8	143781529	143786545
CDRT1	ENST00000312127	17	15468797	15469590
MPEG1	ENST00000361050	11	58975983	58980424
GALNTL5	ENST00000392800	7	151653464	151717019
AC027763.2	ENST00000575889	17	6779954	6915668
C4orf40	ENST00000344526	4	70999333	71042516
S100A6	ENST00000368720	1	153507075	153508720
KLRC3	ENST00000381903	12	10564911	10573194
DYDC2	ENST00000372198	10	82104501	82127829
TMEM126B	ENST00000358867	11	85339629	85347580
UPK1A	ENST00000222275	19	36157715	36169367
IGFBPL1	ENST00000377694	9	38408991	38424444
BPIFA1	ENST00000354297	20	31823801	31831115
MCTP2	ENST00000357742	15	94774767	95023632
AIM2	ENST00000368130	1	159032274	159116886
TMEM239	ENST00000380593	20	2795614	2798712
HAP1	ENST00000347901	17	39873994	39890896
UGT2B10	ENST00000265403	4	69681711	69696914
SATL1	ENST00000509231	X	84347293	84364054
SBK2	ENST00000413299	19	56041100	56048456
CALHM2	ENST00000260743	10	105206543	105212660
ENDOG	ENST00000372642	9	131580753	131584956
GLOD5	ENST00000303227	X	48620154	48632064
NR0B2	ENST00000254227	1	27237980	27240457
OR13C2	ENST00000542196	9	107366924	107367951
WBSCR28	ENST00000320531	7	73275489	73280223
GMFG	ENST00000597595	19	39818993	39833012
TIMM22	ENST00000327158	17	900357	906911
NUDT14	ENST00000392568	14	105639275	105647660
ZNF98	ENST00000357774	19	22573821	22715287
FAM216B	ENST00000537894	13	43355686	43365683
DDI1	ENST00000302259	11	103907308	103909922
MRPS17	ENST00000426595	7	55954970	56022932
H2BFM	ENST00000355016	X	103268269	103297021
ERICH1	ENST00000262109	8	564746	688106
FAM159B	ENST00000389074	5	63986135	64013917
RP11-211G3.3	ENST00000449623	3	187420101	187451637
BHMT2	ENST00000255192	5	78365540	78385289
PTX4	ENST00000293922	16	1535887	1538982
FAM132A	ENST00000330388	1	1177826	1182102
TMEM230	ENST00000342308	20	5080486	5093749
RPSAP58	ENST00000496398	19	23945807	24010937
LY6G5B	ENST00000375864	6	31637944	31641553
ASB18	ENST00000409749	2	237102095	237173052
C4orf22	ENST00000508675	4	81256874	81884910
UBQLNL	ENST00000380184	11	5535623	5537935
ZDHHC11B	ENST00000508859	5	710475	767067
AZU1	ENST00000233997	19	825097	832017
LDHAL6A	ENST00000280706	11	18477371	18501147
SRSF10	ENST00000492112	1	24291294	24307417
JOSD2	ENST00000598418	19	51009255	51014610
AHSA2	ENST00000394457	2	61404553	61418338
CYP4A11	ENST00000310638	1	47394849	47407156
TMEM159	ENST00000233047	16	21169698	21191937
FABP12	ENST00000360464	8	82437216	82443613
IGLL1	ENST00000330377	22	23915312	23922495
MRPL44	ENST00000258383	2	224822121	224832431
P2RY8	ENST00000381297	X	1581465	1656000
MXRA7	ENST00000355797	17	74668633	74707098
AMY1C	ENST00000370079	1	104293028	104301312
C20orf197	ENST00000313426	20	58630980	58648008
C17orf78	ENST00000300618	17	35732928	35749662
PCP4L1	ENST00000504449	1	161228517	161255240
PROK2	ENST00000295619	3	71820807	71834357
PRR23D1	ENST00000533250	8	7397150	7399972
ENDOD1	ENST00000278505	11	94822974	94865809
NTS	ENST00000256010	12	86268073	86276770
SEC14L3	ENST00000215812	22	30843946	30868036
C3orf83	ENST00000564146	3	12556433	12602558
AC112715.2	ENST00000445534	2	238165734	238166319
MAFA	ENST00000333480	8	144501352	144512576
CST8	ENST00000246012	20	23471738	23476655
OR8B3	ENST00000354597	11	124266278	124267264
CCT8L2	ENST00000359963	22	17071667	17073700
FABP7	ENST00000368444	6	123100620	123105219
OR2C1	ENST00000304936	16	3405889	3406924
MRPL50	ENST00000374865	9	104149915	104160896
TTC34	ENST00000401095	1	2567415	2718286
CCDC28A	ENST00000332797	6	139094657	139114456
PLEKHS1	ENST00000369310	10	115511213	115543188
OR6C74	ENST00000343870	12	55640982	55642086
OR6J1	ENST00000540461	14	23102673	23103716
PRTN3	ENST00000234347	19	840963	848175
RASL11A	ENST00000241463	13	27844464	27847827
FAM89B	ENST00000530349	11	65339820	65341669
CHST4	ENST00000338482	16	71559136	71572649
GLYATL2	ENST00000287275	11	58601542	58671688
RGS21	ENST00000417209	1	192286122	192336415
RNF151	ENST00000569714	16	2016824	2018976
IFI6	ENST00000339145	1	27992572	27998729
CUTA	ENST00000374500	6	33384219	33386094
ZSWIM1	ENST00000372523	20	44509866	44513905
SH2D6	ENST00000340326	2	85645844	85664152
ASCL3	ENST00000325884	11	8959119	8964580
CDK20	ENST00000325303	9	90581356	90589668
AC091801.1	ENST00000402115	7	3179868	3214287
IGFL2	ENST00000434646	19	46646363	46664556
OR10G2	ENST00000542433	14	22101992	22103096
MPG	ENST00000219431	16	127006	135852
SPG7	ENST00000268704	16	89557325	89624176
TP53RK	ENST00000372114	20	45313004	45318418
FCGR3B	ENST00000531221	1	161592986	161601753
SAYSD1	ENST00000229903	6	39071840	39082965
INMT	ENST00000013222	7	30737601	30797218
TEX29	ENST00000283547	13	111968531	111996596
C8orf48	ENST00000297324	8	13424352	13425796
RP11-422N16.3	ENST00000499579	8	110656344	110660313
WDR83OS	ENST00000596731	19	12778885	12782170
FAM167B	ENST00000373582	1	32712834	32714457
GFER	ENST00000248114	16	2034208	2037750
AADACL2	ENST00000356517	3	151451704	151479127
PRR13	ENST00000429243	12	53835389	53840429
